entropy,energy,inverse difference moment,correlation,busyness,complexity,coarseness,contrast
7.492619488039132,0.007014327400231136,0.29762251463062306,0.6534486155478273,0.036790767063902274,522.7998441749459,0.005339993648218081,0.027779960779914806
7.868781147736735,0.005352656869610808,0.30846174392996956,0.8167604437489723,0.04121514805775914,422.1033632470626,0.0071411300274495,0.055363680430107774
8.3359944241333,0.00398219584889187,0.3081065501616411,0.9050344439202185,0.017378211678358037,1292.171260037895,0.009426118865839456,0.04025692794343386
9.610655295165282,0.001626413187000106,0.2529287004881454,0.9680234404813601,0.009024280858563603,5670.252910492926,0.015530319543136148,0.0420897572998819
10.267908089898896,0.0010383422266169798,0.1996086404279482,0.9677683241071041,0.008902163686061207,40905.19893514316,0.010993451181844216,0.018321958665955807
10.592092679070122,0.0031562051040791403,0.17221315634248327,0.9832745332445553,0.007701563895494384,109802.87052396737,0.010072593357036324,0.033115410946339435
10.648544324124073,0.0041942781906684845,0.13341447168130166,0.979840078708811,0.004535217578398316,131686.6364611392,0.00806541475864777,0.03485228384617348
10.678032481692414,0.004523436444466453,0.12770169852343913,0.9664946394150561,0.0035706471595520588,131491.44965831074,0.008680628264277922,0.027896815888828606
7.786395479983108,0.006010704237179111,0.28684684563430796,0.7004034118619313,0.044660083129947604,415.1675733876807,0.005781352298873601,0.04178926546630863
8.764169003339518,0.0030951103178059273,0.2853934408832093,0.9622345263287938,0.007283941413263286,4471.986885752169,0.010919074809550743,0.04155525199035146
9.86864358437986,0.001348929818508114,0.2169612123567121,0.9501690738156956,0.0070225771686391264,18976.347180325483,0.012050255909382074,0.02594340112591058
10.943736178599737,0.000560618677564326,0.10431782268195966,0.9733751497919395,0.0038833676841151105,50087.2535263789,0.013824054946980505,0.037634722656263095
10.848108328112783,0.0006133701229808443,0.08033717552664998,0.8560485500705997,0.004329877052841416,69731.24810507661,0.006642443113884103,0.010728603246316993
10.79946440480239,0.0006343630451363974,0.07322088179389924,0.5715827770652842,0.009147902564096127,34309.28514861027,0.005145295935757821,0.00878447372347194
10.82614316481666,0.0006225208839204444,0.07413839232213726,0.6317089095389025,0.009076162881442952,32889.29165205896,0.0056102527861794866,0.009676536100751367
10.871009813844324,0.0006015279617648913,0.06656098052320737,0.697804404158445,0.008459749788512915,38083.66625942617,0.005837587560612977,0.010728119686123866
8.44951575011026,0.004030641053866224,0.30845758252334887,0.9441067294486989,0.008003650433794722,4107.628388485824,0.009081009776423947,0.03404484123292342
10.53743645594989,0.0008114571833204236,0.1464580170269725,0.9559868181555204,0.006250729961104012,32337.495754166,0.011432319166283081,0.028619563886539804
10.944466513206937,0.0005689620184210201,0.09232911090021062,0.9116995180250159,0.0038076609177058783,53679.22862258333,0.009202669419933142,0.018039521984794686
10.916249466256373,0.0005791893394711616,0.06521018423128787,0.6100830063323237,0.007239433159702967,55286.8287640324,0.005311466244234265,0.007472437578051246
10.819125837522659,0.0006289802445836916,0.06695340901198447,0.6067772726771753,0.008333022939742807,39211.06303634751,0.005294691375226417,0.008222602090061077
10.924577867737607,0.0005721916987526437,0.06369839228390191,0.5912489938660678,0.009112963666083804,46741.16133012512,0.00509802746584657,0.008402305503708378
10.87980444600544,0.0005926463408529263,0.05942263333047451,0.5955683647882893,0.009087993517558953,44076.77544065795,0.005183317809902729,0.008326985008711815
10.679528172243423,0.0006954578314096102,0.07243349854623693,0.5582657509103243,0.011744432001787918,23121.172878312685,0.005275661407125336,0.010425728104865573
9.697179386125315,0.0019063188157408158,0.20756419200332352,0.9468211593176187,0.004486126064954486,13682.569322674,0.012084451233409057,0.028664328134793512
10.699980135465365,0.0006951886913819749,0.08620868558308863,0.8146513320685448,0.005122005698596415,42715.238425632386,0.006764173613789422,0.011153862772955308
